4.656339	-68.983957	60.733945	42414.000000	132.610000	0.000000	134.048000	61.685508	77.019277	5.613675	6.745458
4.270304	-99.367089	49.907236	38967.000000	132.050000	0.000000	133.793000	41.334642	65.124399	5.158976	6.428161
3.872125	-100.000000	38.619403	33860.000000	131.460000	0.000000	133.472000	27.556428	52.601742	4.696873	6.081904
3.475350	-100.000000	27.063340	32473.000000	130.950000	0.000000	133.093000	18.370952	41.191479	4.240617	5.713646
3.084198	-99.372385	15.324165	31946.000000	130.440000	128.025333	132.713000	12.456506	31.613155	3.794142	5.329745
2.705100	-99.239544	3.042596	31436.000000	129.970000	129.025000	132.285000	8.557823	23.928044	3.363608	4.936518
2.340563	-98.865784	1.503759	31091.000000	129.510000	129.862333	131.812000	6.083287	17.979792	2.951269	4.539468
1.991589	-100.000000	0.175131	30538.000000	129.050000	130.526333	131.293000	4.055525	13.338369	2.557883	4.143151
1.657987	-99.125874	0.176056	21976.000000	128.580000	130.994000	130.779000	2.995058	9.890599	2.183032	3.751127
1.422396	-82.552504	8.988764	28617.000000	129.140000	131.290333	130.376000	7.812538	9.197912	1.909140	3.382730
1.273458	-72.006472	17.612809	30750.000000	129.790000	131.441000	130.094000	14.539534	10.978453	1.724648	3.051114
1.189322	-62.459547	24.128686	31984.000000	130.380000	131.611000	129.927000	22.206507	14.721138	1.607514	2.762394
1.156916	-48.586572	31.739708	41301.000000	130.970000	131.761667	129.878000	31.942147	20.461474	1.544488	2.518813
1.148655	-35.616438	37.635870	45075.000000	131.350000	131.886333	129.918000	42.755952	27.892967	1.507822	2.316614
1.174563	-3.740648	45.318860	46227.000000	131.920000	131.989000	130.066000	60.590419	38.792117	1.507382	2.154768
1.230137	-0.000000	53.234501	49851.000000	132.530000	132.068667	130.322000	73.726946	50.437060	1.538519	2.031518
1.307523	-0.196850	61.238223	51599.000000	133.130000	132.125000	130.684000	82.419014	61.097711	1.593245	1.943864
1.396329	-0.000000	68.230563	52475.000000	133.670000	132.178667	131.146000	88.279342	70.158255	1.661042	1.887299
1.498655	-0.000000	75.396825	55695.000000	134.280000	132.232000	131.716000	92.186228	77.500913	1.743891	1.858618
1.608811	-0.000000	81.901042	59122.000000	134.870000	132.283000	132.289000	94.790819	83.264215	1.835993	1.854093
1.639289	-6.901615	81.794538	58312.000000	134.400000	132.297333	132.750000	94.226674	86.918368	1.849737	1.853222
1.606994	-13.803231	81.688312	57218.000000	133.930000	132.275000	133.105000	91.550039	88.462258	1.801933	1.842964
1.526683	-20.558003	81.794538	57004.000000	133.470000	132.235000	133.355000	87.514025	88.146181	1.707249	1.815821
1.409668	-32.460733	75.494071	54746.000000	133.010000	132.177333	133.521000	80.855772	85.716045	1.576916	1.768040
1.263634	-46.062992	68.463612	47622.000000	132.530000	132.120333	133.582000	71.882851	81.104980	1.418542	1.698140
1.091743	-64.285714	60.922659	45104.000000	131.990000	132.045000	133.528000	59.826663	74.012208	1.235217	1.605555
0.902350	-87.435897	53.351573	44122.000000	131.460000	131.952333	133.361000	44.072476	64.032297	1.035230	1.491490
0.702200	-98.743719	47.248322	43403.000000	130.940000	131.842333	133.088000	29.800411	52.621668	0.825267	1.358246
0.495106	-100.000000	39.811066	42835.000000	130.410000	131.732000	132.701000	19.866941	41.703426	0.609082	1.208413
0.285729	-99.005964	31.967213	41902.000000	129.890000	131.622667	132.203000	13.575972	32.327608	0.391283	1.044987
0.072164	-99.820467	23.835616	41388.000000	129.310000	131.512667	131.694000	9.110493	24.588570	0.169916	0.869973
-0.139059	-99.348534	16.438356	40431.000000	128.770000	131.403333	131.178000	6.290817	18.489319	-0.048532	0.686272
-0.511965	-99.771167	6.337272	39933.000000	126.150000	131.226333	130.446000	4.270156	13.749598	-0.428132	0.463391
-0.839775	-99.784017	0.000000	39607.000000	125.630000	131.049000	129.708000	2.918765	10.139320	-0.762141	0.218285
-1.123732	-99.038462	0.000000	38817.000000	125.170000	130.873333	128.972000	2.266356	7.514999	-1.051839	-0.035740
-1.370093	-99.784715	0.000000	37567.000000	124.710000	130.698000	128.244000	1.582666	5.537554	-1.303518	-0.289296
-1.586587	-100.000000	0.000000	36675.000000	124.220000	130.521667	127.520000	1.055110	4.043406	-1.524937	-0.536424
-1.782796	-99.662921	0.000000	35997.000000	123.660000	130.342000	126.792000	0.815767	2.967526	-1.725707	-0.774280
-1.959281	-100.000000	0.000000	35846.000000	123.120000	130.160000	126.063000	0.543844	2.159632	-1.906416	-1.000707
-2.115111	-100.000000	0.000000	35639.000000	122.620000	129.942667	125.336000	0.362563	1.560609	-2.066158	-1.213798
-2.252982	-99.774011	0.000000	35196.000000	122.120000	129.687000	124.617000	0.317038	1.146086	-2.207652	-1.412568
-2.375211	-100.000000	0.000000	34032.000000	121.620000	129.395000	123.902000	0.211359	0.834510	-2.333236	-1.596702
-2.483794	-100.000000	0.000000	33364.000000	121.120000	129.066667	123.399000	0.140906	0.603309	-2.444925	-1.766347
-2.581243	-100.000000	0.000000	32403.000000	120.610000	128.708667	122.897000	0.093937	0.433518	-2.545252	-1.922128
-2.661682	-99.130435	0.000000	30218.000000	120.190000	128.317667	122.399000	0.352480	0.406505	-2.628355	-2.063373
-2.651293	-88.448845	5.921053	42217.000000	120.730000	127.924333	122.001000	4.085372	1.632794	-2.620434	-2.174785
-2.574650	-76.352396	14.613181	43033.000000	121.210000	127.527000	121.700000	10.606116	4.623901	-2.546075	-2.249043
-2.445374	-65.824916	21.839080	45096.000000	121.710000	127.128333	121.505000	18.462439	9.236747	-2.418915	-2.283018
-2.315425	-62.841530	23.502304	55613.000000	121.720000	126.709667	121.365000	24.694449	14.389314	-2.290925	-2.284599
-2.201585	-63.021869	24.558587	44024.000000	121.540000	126.265333	121.257000	28.789010	19.189213	-2.178899	-2.263459
-2.123203	-68.874172	24.717286	42162.000000	121.090000	125.821667	121.154000	29.567949	22.648792	-2.102196	-2.231207
-2.075089	-76.381910	25.081967	41842.000000	120.620000	125.378000	121.054000	27.584663	24.294082	-2.055638	-2.196093
-2.050440	-86.046512	25.415282	41376.000000	120.160000	124.934333	120.958000	23.040938	23.876367	-2.032430	-2.163360
-2.049243	-99.333333	25.331126	41137.000000	119.640000	124.488667	120.861000	15.582848	21.111861	-2.032566	-2.137201
-2.059254	-98.032787	25.628141	40738.000000	119.210000	124.044667	120.763000	11.044303	17.756008	-2.043812	-2.118524
-2.078730	-98.563218	25.888325	40437.000000	118.770000	123.604000	120.567000	7.841796	14.451271	-2.064432	-2.107705
-2.104601	-100.000000	26.198630	40332.000000	118.340000	123.166667	120.280000	5.227864	11.376802	-2.091362	-2.104437
-2.135987	-99.767981	26.516464	40131.000000	117.900000	122.732000	119.899000	3.562582	8.772062	-2.123728	-2.108295
-2.172132	-100.000000	26.379310	39953.000000	117.450000	122.300000	119.472000	2.375055	6.639726	-2.160781	-2.118792
-2.205213	-99.417476	17.584369	39307.000000	117.080000	121.873000	119.026000	1.777545	5.018999	-2.194703	-2.133974
-2.241898	-99.110320	9.107143	38877.000000	116.630000	121.450333	118.580000	1.481590	3.839862	-2.232166	-2.153613
-2.280191	-99.338843	0.180505	38595.000000	116.190000	121.031000	118.137000	1.208112	2.962612	-2.271180	-2.177126
-2.316116	-98.507463	0.000000	38447.000000	115.790000	120.685667	117.700000	1.302920	2.409382	-2.307773	-2.203255
-2.352170	-99.480969	0.000000	36952.000000	115.360000	120.343333	117.272000	1.041624	1.953463	-2.344445	-2.231493
-2.337658	-84.194529	3.372681	50306.000000	115.560000	120.023000	116.907000	5.962906	3.289944	-2.330505	-2.251296
-2.364264	-96.229508	3.189793	41895.000000	114.750000	119.691000	116.505000	5.232102	3.937330	-2.357640	-2.272564
-2.422780	-99.202552	3.021148	37045.000000	113.940000	119.348333	116.065000	3.753884	3.876181	-2.416647	-2.301381
-2.503239	-98.036254	2.906977	35580.000000	113.160000	118.998333	115.591000	3.157171	3.636511	-2.497560	-2.340617
-2.597579	-98.410405	2.777778	31350.000000	112.410000	118.641333	115.087000	2.634646	3.302556	-2.592321	-2.390958
-2.705707	-99.444444	2.645503	28586.000000	111.610000	118.274333	114.540000	1.941616	2.848909	-2.700839	-2.452934
-2.822609	-99.734748	2.525253	26711.000000	110.820000	117.897667	113.959000	1.382828	2.360216	-2.818101	-2.525967
-2.945052	-99.621690	2.418380	26288.000000	110.030000	117.511333	113.343000	1.047989	1.922807	-2.940878	-2.608949
-3.066453	-100.000000	2.336449	24022.000000	109.290000	117.117000	112.693000	0.698659	1.514757	-3.062588	-2.699677
-3.187249	-100.000000	2.234637	23773.000000	108.530000	116.714333	112.010000	0.465773	1.165096	-3.183670	-2.796476
-3.300610	-98.875141	2.176279	23538.000000	107.840000	116.302667	111.238000	0.685468	1.005220	-3.297297	-2.896640
-3.403664	-98.594595	2.127660	23271.000000	107.190000	115.851333	110.482000	0.925447	0.978629	-3.400596	-2.997431
-3.495075	-98.483316	2.079002	22881.000000	106.570000	115.363333	109.745000	1.122526	1.026595	-3.492234	-3.096392
-3.590681	-99.246704	2.002002	19773.000000	105.770000	114.832000	109.006000	0.999449	1.017546	-3.588051	-3.194723
-3.546490	-84.201236	9.099350	39965.000000	106.750000	114.333000	108.440000	5.932554	2.655882	-3.544054	-3.264590
-3.386095	-71.140262	18.585675	40828.000000	107.820000	113.875667	108.061000	13.574949	6.295571	-3.383840	-3.288440
-3.142868	-53.276699	27.118644	41599.000000	108.810000	113.466333	107.860000	24.624399	12.405181	-3.140779	-3.258908
-2.961161	-59.926918	27.661510	22922.000000	108.250000	113.054000	107.682000	29.773960	18.194774	-2.959227	-3.198972
-2.718842	-44.697987	34.959350	28531.000000	109.080000	112.684667	107.661000	38.283311	24.890953	-2.717051	-3.102587
-2.418234	-13.804714	43.212067	29555.000000	110.080000	112.366000	107.816000	54.253970	34.678625	-2.416577	-2.965385
-2.108890	-6.710311	49.276673	38174.000000	110.660000	112.081000	108.098000	67.265876	45.541042	-2.107355	-2.793779
-1.761126	-0.000000	57.307352	39804.000000	111.680000	111.844667	108.547000	78.177251	56.419778	-1.759704	-2.586964
-1.383235	-0.000000	64.888124	40334.000000	112.750000	111.658333	109.165000	85.451500	66.097019	-1.381919	-2.345955
-0.986047	-0.000000	72.170997	40722.000000	113.820000	111.522333	109.970000	90.301000	74.165013	-0.984828	-2.073730
-0.583053	-0.000000	78.530612	41933.000000	114.830000	111.435000	110.778000	93.534000	80.621342	-0.581925	-1.775369
-0.169732	-0.000000	84.458399	42887.000000	115.970000	111.398000	111.593000	95.689333	85.644006	-0.168688	-1.454033
0.247766	-0.000000	89.751319	46490.000000	117.120000	111.414333	112.424000	97.126222	89.471411	0.248734	-1.113479
0.655804	-0.000000	95.857988	46798.000000	118.170000	111.480333	113.416000	98.084148	92.342324	0.656699	-0.759444
1.062149	-0.000000	95.918367	47064.000000	119.350000	111.599000	114.443000	98.722765	94.469138	1.062978	-0.394959
1.457751	-0.000000	95.933188	47164.000000	120.470000	111.769333	115.482000	99.148510	96.028928	1.458518	-0.024264
1.846809	-0.000000	95.994278	47564.000000	121.670000	111.973000	116.583000	99.432340	97.163399	1.847520	0.350093
2.227902	-0.000000	100.000000	48107.000000	122.890000	112.244333	117.704000	99.621560	97.982786	2.228561	0.725786
